ID	W100	W105	W111	W117	W154	W183	W189	W193	W196	W234	W53	W64	W79	W85	W89	W91
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Legionellales|f__Legionellaceae|g__Legionella|s__Legionella pneumophila	156	67	34	41	55	64	61	47	70	27	27	42	25	27	10	21
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Legionellales|f__Legionellaceae|g__Legionella|s__Legionella sainthelensi	15	10	4	9	7	14	5	7	7	4	6	5	3	9	1	1
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Legionellales|f__Legionellaceae|g__Legionella|s__Legionella spiritensis	44	24	17	37	30	31	53	39	41	25	13	23	27	20	17	19
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Legionellales|f__Legionellaceae|g__Legionella|s__Legionella waltersii	31	12	8	7	12	28	16	10	18	11	39	9	18	10	8	14
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Legionellales|f__Legionellaceae|g__Tatlockia	81	9	6	6	13	17	18	17	8	13	6	12	6	5	4	2
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Legionellales|f__Legionellaceae|g__Tatlockia|s__Tatlockia micdadei	81	9	6	6	13	17	18	17	8	13	6	12	6	5	4	2
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Methylococcales	4006	1170	2072	1646	2327	7649	5504	2208	2560	1621	2005	1963	1111	1310	821	1383
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Methylococcales|f__Methylococcaceae	4006	1170	2072	1646	2327	7649	5504	2208	2560	1621	2005	1963	1111	1310	821	1383
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Methylococcales|f__Methylococcaceae|g__Methylocaldum	755	226	303	235	453	454	420	304	336	225	303	358	222	249	130	214
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Methylococcales|f__Methylococcaceae|g__Methylocaldum|s__Methylocaldum marinum	755	226	303	235	453	454	420	304	336	225	303	358	222	249	130	214
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Methylococcales|f__Methylococcaceae|g__Methylococcus	901	265	371	410	553	630	702	493	493	276	447	399	235	287	172	244
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Methylococcales|f__Methylococcaceae|g__Methylococcus|s__Methylococcus capsulatus	901	265	371	410	553	630	702	493	493	276	447	399	235	287	172	244
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Methylococcales|f__Methylococcaceae|g__Methylomicrobium	895	278	765	466	569	3138	1143	531	679	418	449	506	335	401	192	489
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Methylococcales|f__Methylococcaceae|g__Methylomicrobium|s__Methylomicrobium album	659	190	572	344	435	2652	744	346	439	270	285	359	248	311	147	387
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Methylococcales|f__Methylococcaceae|g__Methylomicrobium|s__Methylomicrobium alcaliphilum	210	87	187	117	131	441	375	181	227	142	147	144	87	88	45	101
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Methylococcales|f__Methylococcaceae|g__Methylomonas	1118	322	496	446	595	2804	2799	707	841	504	591	549	256	320	273	348
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Methylococcales|f__Methylococcaceae|g__Methylomonas|s__Methylomonas denitrificans	201	65	103	95	116	660	615	173	184	111	145	131	50	58	62	80
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Methylococcales|f__Methylococcaceae|g__Methylomonas|s__Methylomonas koyamae	110	44	68	52	87	267	226	81	73	77	55	61	42	36	39	32
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Methylococcales|f__Methylococcaceae|g__Methylomonas|s__Methylomonas methanica	260	45	88	110	128	874	1053	179	244	93	146	101	39	50	57	70
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Methylococcales|f__Methylococcaceae|g__Methylomonas|s__Methylomonas sp. DH-1	128	64	73	62	78	257	192	71	93	71	66	73	31	61	42	49
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Methylococcales|f__Methylococcaceae|g__Methylovulum	163	53	76	52	86	265	232	89	121	151	121	97	32	25	46	55
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Methylococcales|f__Methylococcaceae|g__Methylovulum|s__Methylovulum psychrotolerans	163	53	76	52	86	265	232	89	121	151	121	97	32	25	46	55
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Nevskiales	2311	1219	1249	1267	1773	2027	1701	1236	1612	844	1205	1606	1228	1468	507	1223
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Nevskiales|f__Sinobacteraceae	2311	1219	1249	1267	1773	2027	1701	1236	1612	844	1205	1606	1228	1468	507	1223
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Nevskiales|f__Sinobacteraceae|g__Solimonas	1463	656	639	677	889	889	912	620	770	511	585	941	619	705	289	605
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Nevskiales|f__Sinobacteraceae|g__Solimonas|s__Solimonas sp. K1W22B-7	1463	656	639	677	889	889	912	620	770	511	585	941	619	705	289	605
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Nevskiales|f__Sinobacteraceae|g__Steroidobacter	847	561	607	587	873	1132	783	612	835	332	620	662	605	762	218	616
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Nevskiales|f__Sinobacteraceae|g__Steroidobacter|s__Steroidobacter denitrificans	847	561	607	587	873	1132	783	612	835	332	620	662	605	762	218	616
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales	20743	7065	6178	19293	24816	9018	12430	10244	9338	4644	5628	7115	3991	5226	2309	4453
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Alcanivoracaceae	2373	721	794	2119	1629	1406	1995	1617	1577	583	837	918	571	743	365	614
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Alcanivoracaceae|g__Alcanivorax	2275	687	746	1711	1540	1308	1710	1427	1379	563	782	869	554	712	344	603
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Alcanivoracaceae|g__Alcanivorax|s__Alcanivorax borkumensis	11	1	3	2	3	3	5	6	10	0.0	2	2	1	2	2	2
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Alcanivoracaceae|g__Alcanivorax|s__Alcanivorax dieselolei	344	109	96	191	179	159	193	178	182	73	83	120	81	104	45	95
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Alcanivoracaceae|g__Alcanivorax|s__Alcanivorax pacificus	627	150	195	610	454	367	494	347	411	128	184	194	131	180	74	131
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Alcanivoracaceae|g__Alcanivorax|s__Alcanivorax sp. N3-2A	614	216	227	364	388	346	394	363	297	154	225	284	171	240	95	194
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Alcanivoracaceae|g__Alcanivorax|s__Alcanivorax sp. NBRC 101098	6	3	3	1	6	5	6	6	13	5	6	2	1	0.0	3	2
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Alcanivoracaceae|g__Alcanivorax|s__Alcanivorax xenomutans	331	106	106	176	197	181	217	165	160	89	123	104	78	98	40	89
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Alcanivoracaceae|g__Ketobacter	96	34	48	404	87	97	280	188	197	20	55	49	17	31	21	10
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Alcanivoracaceae|g__Ketobacter|s__Ketobacter alkanivorans	96	34	48	404	87	97	280	188	197	20	55	49	17	31	21	10
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Endozoicomonadaceae	45	19	29	60	60	75	103	83	116	24	17	31	10	15	7	17
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Endozoicomonadaceae|g__Endozoicomonas	45	19	29	60	60	75	103	83	116	24	17	31	10	15	7	17
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Endozoicomonadaceae|g__Endozoicomonas|s__Endozoicomonas montiporae	45	19	29	60	60	75	103	83	116	24	17	31	10	15	7	17
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Hahellaceae	236	86	90	123	175	122	218	145	172	85	76	106	58	96	46	70
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Hahellaceae|g__Hahella	236	86	90	123	175	122	218	145	172	85	76	106	58	96	46	70
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Hahellaceae|g__Hahella|s__Hahella chejuensis	236	86	90	123	175	122	218	145	172	85	76	106	58	96	46	70
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Halomonadaceae	16564	5748	4748	15738	21879	6379	7690	6321	6015	3476	4122	5461	2997	3937	1655	3331
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Halomonadaceae|g__Candidatus Carsonella	7	2	3	2	7	3	14	13	11	15	6	3	4	1	7	0.0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Halomonadaceae|g__Candidatus Carsonella|s__Candidatus Carsonella ruddii	7	2	3	2	7	3	14	13	11	15	6	3	4	1	7	0.0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Halomonadaceae|g__Candidatus Evansia	5	1	7	14	9	14	11	12	8	5	0.0	2	0.0	0.0	7	1
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Halomonadaceae|g__Candidatus Evansia|s__Candidatus Evansia muelleri	5	1	7	14	9	14	11	12	8	5	0.0	2	0.0	0.0	7	1
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Halomonadaceae|g__Candidatus Portiera	56	27	19	14	16	13	23	27	19	37	10	16	5	9	8	12
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Halomonadaceae|g__Candidatus Portiera|s__Candidatus Portiera aleyrodidarum	56	27	19	14	16	13	23	27	19	37	10	16	5	9	8	12
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Halomonadaceae|g__Chromohalobacter	507	242	261	298	505	301	334	277	263	168	177	282	135	202	86	149
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Halomonadaceae|g__Chromohalobacter|s__Chromohalobacter salexigens	507	242	261	298	505	301	334	277	263	168	177	282	135	202	86	149
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Halomonadaceae|g__Cobetia	365	123	149	223	247	209	224	182	175	84	130	174	76	118	43	100
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Halomonadaceae|g__Cobetia|s__Cobetia marina	365	123	149	223	247	209	224	182	175	84	130	174	76	118	43	100
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Halomonadaceae|g__Halomonas	12744	4293	3232	13558	18904	4456	5332	4348	4181	2372	2918	3799	2033	2627	1125	2195
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Halomonadaceae|g__Halomonas|s__Halomonas aestuarii	1018	579	313	5890	6835	483	582	428	437	186	381	428	221	314	107	236
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Halomonadaceae|g__Halomonas|s__Halomonas beimenensis	1059	495	319	1287	2150	493	599	445	471	222	377	402	211	306	159	260
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Halomonadaceae|g__Halomonas|s__Halomonas campaniensis	53	7	11	12	46	26	13	23	19	11	11	11	9	18	6	12
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Halomonadaceae|g__Halomonas|s__Halomonas chromatireducens	2380	280	231	498	765	238	325	283	260	128	165	245	119	147	67	122
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Halomonadaceae|g__Halomonas|s__Halomonas elongata	608	239	199	509	795	300	392	268	304	180	202	250	123	202	72	140
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Halomonadaceae|g__Halomonas|s__Halomonas huangheensis	300	146	91	200	242	192	244	182	168	74	93	159	87	96	43	83
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Halomonadaceae|g__Halomonas|s__Halomonas hydrothermalis	372	120	114	210	234	162	224	179	161	94	137	141	83	103	38	86
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Halomonadaceae|g__Halomonas|s__Halomonas sp. 'Soap Lake #6'	0.0	0.0	0.0	0.0	0.0	0.0	3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Halomonadaceae|g__Halomonas|s__Halomonas sp. 'Soap Lake #7'	0.0	0.0	0.0	0.0	0.0	0.0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Halomonadaceae|g__Halomonas|s__Halomonas sp. 1513	1022	389	341	698	1116	394	442	396	355	174	231	340	193	265	74	196
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Halomonadaceae|g__Halomonas|s__Halomonas sp. A3H3	391	84	63	128	216	49	73	71	73	46	43	86	29	38	21	32
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Halomonadaceae|g__Halomonas|s__Halomonas sp. GFAJ-1	94	36	34	46	59	43	63	53	46	24	26	33	21	32	13	32
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Halomonadaceae|g__Halomonas|s__Halomonas sp. GT	81	19	14	20	49	24	35	33	11	12	19	14	6	6	6	14
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Halomonadaceae|g__Halomonas|s__Halomonas sp. HL-93	46	19	22	28	26	29	20	14	25	10	6	23	7	17	5	12
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Halomonadaceae|g__Halomonas|s__Halomonas sp. JS92-SW72	1765	684	609	1554	2612	713	699	694	497	656	471	605	357	407	189	358
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Halomonadaceae|g__Halomonas|s__Halomonas sp. KO116	535	108	33	108	198	72	83	66	60	41	44	106	35	36	10	48
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Halomonadaceae|g__Halomonas|s__Halomonas sp. N3-2A	112	13	9	28	69	36	45	10	32	13	10	32	10	22	6	13
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Halomonadaceae|g__Halomonas|s__Halomonas sp. SF2003	456	160	134	246	289	232	231	200	204	112	144	145	97	128	55	130
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Halomonadaceae|g__Halomonas|s__Halomonas sp. hl-4	79	20	13	32	45	16	19	14	18	7	19	16	5	14	7	12
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Halomonadaceae|g__Halomonas|s__Halomonas subglaciescola	321	133	123	219	321	149	232	150	185	86	125	130	69	96	69	102
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Halomonadaceae|g__Halotalea	855	264	341	362	463	375	416	327	335	260	240	369	194	299	122	269
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Halomonadaceae|g__Halotalea|s__Halotalea alkalilenta	855	264	341	362	463	375	416	327	335	260	240	369	194	299	122	269
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Halomonadaceae|g__Kushneria	471	191	214	246	305	289	348	299	275	147	156	216	118	151	71	132
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Halomonadaceae|g__Kushneria|s__Kushneria konosiri	193	78	67	102	123	118	145	123	129	59	49	66	38	51	24	73
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Halomonadaceae|g__Kushneria|s__Kushneria marisflavi	228	75	93	101	120	116	143	123	98	63	75	103	60	75	43	45
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Halomonadaceae|g__Salinicola	797	292	260	432	651	339	460	359	325	198	220	312	231	288	117	236
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Halomonadaceae|g__Salinicola|s__Salinicola tamaricis	797	292	260	432	651	339	460	359	325	198	220	312	231	288	117	236
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Halomonadaceae|g__Zymobacter	96	48	50	62	61	63	82	74	74	50	37	69	34	51	22	55
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Halomonadaceae|g__Zymobacter|s__Zymobacter palmae	96	48	50	62	61	63	82	74	74	50	37	69	34	51	22	55
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Kangiellaceae	136	34	33	139	51	127	190	792	140	31	51	42	22	31	11	29
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Kangiellaceae|g__Kangiella	136	34	33	139	51	127	190	792	140	31	51	42	22	31	11	29
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Kangiellaceae|g__Kangiella|s__Kangiella geojedonensis	15	3	4	24	9	49	37	25	27	7	4	8	5	5	7	3
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Kangiellaceae|g__Kangiella|s__Kangiella koreensis	82	9	12	59	11	20	27	33	21	11	30	8	3	3	1	9
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Kangiellaceae|g__Kangiella|s__Kangiella profundi	10	5	5	23	16	30	64	676	37	8	9	10	5	13	2	7
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Kangiellaceae|g__Kangiella|s__Kangiella sediminilitoris	11	3	10	15	5	8	26	27	25	3	6	11	6	7	1	6
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Oceanospirillaceae	582	230	222	606	503	468	1453	684	674	237	245	268	186	196	90	168
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Oceanospirillaceae|g__Bacterioplanes	59	37	23	65	51	64	119	67	97	22	38	31	27	28	14	15
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Oceanospirillaceae|g__Bacterioplanes|s__Bacterioplanes sanyensis	59	37	23	65	51	64	119	67	97	22	38	31	27	28	14	15
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Oceanospirillaceae|g__Marinobacterium	352	144	124	388	327	273	1077	436	350	141	143	159	105	119	45	104
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Oceanospirillaceae|g__Marinobacterium|s__Marinobacterium aestuarii	352	144	124	388	327	273	1077	436	350	141	143	159	105	119	45	104
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Oceanospirillaceae|g__Marinomonas	76	28	47	85	66	69	117	107	138	49	50	43	34	19	13	27
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Oceanospirillaceae|g__Marinomonas|s__Marinomonas mediterranea	16	7	10	12	6	15	23	19	30	6	7	9	5	3	4	9
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Oceanospirillaceae|g__Marinomonas|s__Marinomonas posidonica	15	2	7	7	11	10	32	19	29	10	22	6	6	1	3	3
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Oceanospirillaceae|g__Marinomonas|s__Marinomonas primoryensis	25	12	12	15	8	14	21	19	18	25	8	12	14	5	4	9
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Oceanospirillaceae|g__Marinomonas|s__Marinomonas sp. MWYL1	5	4	11	25	18	19	19	16	22	7	9	10	7	8	2	6
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Oceanospirillaceae|g__Oleispira	54	8	7	17	10	13	28	30	36	5	5	16	5	15	7	8
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Oceanospirillaceae|g__Oleispira|s__Oleispira antarctica	54	8	7	17	10	13	28	30	36	5	5	16	5	15	7	8
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Oceanospirillaceae|g__Thalassolituus	35	13	21	46	45	41	96	31	49	20	9	19	14	15	11	13
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Oceanospirillaceae|g__Thalassolituus|s__Thalassolituus oleivorans	35	13	21	46	45	41	96	31	49	20	9	19	14	15	11	13
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Oleiphilaceae	27	16	20	56	55	38	75	46	83	22	25	19	16	26	14	20
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Oleiphilaceae|g__Oleiphilus	27	16	20	56	55	38	75	46	83	22	25	19	16	26	14	20
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Oleiphilaceae|g__Oleiphilus|s__Oleiphilus messinensis	27	16	20	56	55	38	75	46	83	22	25	19	16	26	14	20
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Saccharospirillaceae	467	145	178	286	291	278	419	344	369	142	171	204	86	125	103	156
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Saccharospirillaceae|g__Gynuella	70	27	29	51	66	75	101	87	100	33	32	44	9	27	21	24
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Saccharospirillaceae|g__Gynuella|s__Gynuella sunshinyii	70	27	29	51	66	75	101	87	100	33	32	44	9	27	21	24
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Saccharospirillaceae|g__Reinekea	172	40	47	78	74	91	122	115	98	45	57	62	25	26	36	38
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Saccharospirillaceae|g__Reinekea|s__Reinekea forsetii	172	40	47	78	74	91	122	115	98	45	57	62	25	26	36	38
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Saccharospirillaceae|g__Saccharospirillum	224	78	102	156	147	111	194	136	168	58	81	97	52	71	46	93
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Saccharospirillaceae|g__Saccharospirillum|s__Saccharospirillum mangrovi	224	78	102	156	147	111	194	136	168	58	81	97	52	71	46	93
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Orbales	41	8	8	22	9	35	51	35	31	17	6	14	7	5	2	9
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Orbales|f__Orbaceae	41	8	8	22	9	35	51	35	31	17	6	14	7	5	2	9
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Orbales|f__Orbaceae|g__Frischella	13	1	2	3	5	14	19	9	10	5	1	4	1	0.0	0.0	3
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Orbales|f__Orbaceae|g__Frischella|s__Frischella perrara	13	1	2	3	5	14	19	9	10	5	1	4	1	0.0	0.0	3
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Orbales|f__Orbaceae|g__Gilliamella	7	6	5	16	3	16	21	19	12	9	2	8	2	5	1	6
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Orbales|f__Orbaceae|g__Gilliamella|s__Gilliamella apicola	7	6	5	16	3	16	21	19	12	9	2	8	2	5	1	6
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales	808	248	251	378	378	629	650	617	525	387	225	252	212	153	151	168
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae	808	248	251	378	378	629	650	617	525	387	225	252	212	153	151	168
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Actinobacillus	32	26	28	29	16	60	63	47	49	36	31	38	16	14	16	14
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Actinobacillus|s__Actinobacillus equuli	0.0	2	0.0	0.0	0.0	3	5	5	3	3	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Actinobacillus|s__Actinobacillus pleuropneumoniae	5	4	1	10	8	11	20	13	21	15	12	4	3	3	5	4
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Actinobacillus|s__Actinobacillus porcitonsillarum	4	4	3	2	2	16	10	4	5	2	2	2	2	0.0	2	1
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Actinobacillus|s__Actinobacillus succinogenes	11	9	15	15	2	26	20	18	16	11	14	11	3	6	5	2
